seed,regime,description,method,accepted,false_accept,true_accept,validation_effect,heldout_effect,matched_effect,decisive_gate
73,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21286758479713924,0.011511337657062843,0.032654387087247966,heldout
73,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20182319071069196,-0.015998791230641636,0.016582033743869098,heldout
73,true_stable,stable after matching,StableEnv-BH,1,0,1,0.14901506422840216,0.14917491392245996,0.13095271376583556,none
73,true_stable,stable after matching,VeraDM,1,0,1,0.15922510844481763,0.14698448913432827,0.13332277653467176,none
74,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1772244295149725,0.16615215638839484,0.0017672435400129926,counterfactual
74,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1746896003691655,0.18148106585943227,0.007012883836357226,counterfactual
74,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.22780794522259734,-0.0026254850614369704,0.020767343878288453,heldout
74,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.22811613156150778,0.019331221131670608,0.025396729599214022,heldout
74,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1643425693729571,0.15565972210046636,0.1410788630352345,none
74,true_stable,stable after matching,VeraDM,1,0,1,0.15451763359090687,0.16803262338135588,0.11731585733899902,none
75,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18091730334074316,0.17435324882405173,0.013819939241915078,counterfactual
75,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17515525099905224,0.1832953653739912,-0.00812694450145643,counterfactual
75,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19886385257315278,0.00918207016773915,0.03356097671238072,heldout
75,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.22144500646545648,0.0018234153978707087,0.019234412850428453,heldout
75,true_stable,stable after matching,StableEnv-BH,1,0,1,0.17790312598386643,0.1591076833778958,0.12471687739734337,none
75,true_stable,stable after matching,VeraDM,1,0,1,0.14686622559850596,0.1491168666641717,0.12816310807085543,none
76,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18537279241073412,0.16578426515789896,-0.011572870929826638,counterfactual
76,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18459805465454057,0.176678191460231,-0.002423653497017302,counterfactual
76,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21914034807166624,0.014614765270165843,0.014738517173448243,heldout
76,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20776351301223642,0.022492806862272154,0.009852158822098412,heldout
76,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1555120177735602,0.1437795416585984,0.1397537200116448,none
76,true_stable,stable after matching,VeraDM,1,0,1,0.1752879070507439,0.14892967107030922,0.1371905631701166,none
77,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18425357787683064,0.17892973549352512,0.004339771259310601,counterfactual
77,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1943061614016428,0.1606460359606572,0.006068629997147604,counterfactual
77,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20166152779517635,0.004093097399489376,0.024674771064185048,heldout
77,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2074771099836852,0.024540366782618374,0.023141198131398914,heldout
77,true_stable,stable after matching,StableEnv-BH,1,0,1,0.14930098147978554,0.1425021979185064,0.12402516555176513,none
77,true_stable,stable after matching,VeraDM,1,0,1,0.14993153327216246,0.1521200895673789,0.1425773605740806,none
78,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.16613520352413721,0.18478985756378236,-0.018852503778499265,counterfactual
78,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17867553793066546,0.1797947164009944,-0.00686060959669965,counterfactual
78,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.223466124695404,0.02711162561472011,0.026604373828140543,heldout
78,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.1967717096689732,-0.0009379463827976896,0.017226780418662095,heldout
78,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15362313058105315,0.15297407421048156,0.1378622662140598,none
78,true_stable,stable after matching,VeraDM,1,0,1,0.1578034899381726,0.12425201909883092,0.13269530810532343,none
79,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17069160947015014,0.15820646222739623,-0.021103053223345637,counterfactual
79,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.20239222945627347,0.17474993057035149,-0.005260400022717493,counterfactual
79,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2084949909356333,-0.002280003370432786,0.025078676012419317,heldout
79,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2192936859188588,0.012098156260951575,0.019506161018667506,heldout
79,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15050803515719424,0.14799357980753292,0.1410356388758567,none
79,true_stable,stable after matching,VeraDM,1,0,1,0.14897748421356163,0.1514869739232455,0.12120757141807686,none
80,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18907838654089262,0.1597045984370828,0.009000640423393174,counterfactual
80,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16117209210307945,0.17423954304123473,0.0076556598815502586,counterfactual
80,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21736177543615903,0.013685355827813859,0.01617444276875453,heldout
80,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.1904335596576438,0.004407382970767571,0.024169595482486657,heldout
80,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1514062847263853,0.1602135309399238,0.11779140352099596,none
80,true_stable,stable after matching,VeraDM,1,0,1,0.15207266780497933,0.1478212386424991,0.12738686324508888,none
81,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.19157271685418695,0.18348404429738652,0.007004711803042829,counterfactual
81,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17624982413771786,0.1742878168542678,-0.001685110924685947,counterfactual
81,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19621569817807197,0.01706288256414163,0.025216337244222998,heldout
81,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21288742156446155,0.0021929008118356215,0.01449044666609137,heldout
81,true_stable,stable after matching,StableEnv-BH,1,0,1,0.14981966544503256,0.14121988922411116,0.12031985443337483,none
81,true_stable,stable after matching,VeraDM,1,0,1,0.15754358694305376,0.14389810841589684,0.12445367797969145,none
82,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18537888618954476,0.16486664404151596,0.006083098699143962,counterfactual
82,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17178845210194318,0.17236274551200492,0.0001006681737062666,counterfactual
82,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19738944721473126,0.01463142424531657,0.016505015453226007,heldout
82,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.1990666587292843,0.007917769621328138,0.019261715923836915,heldout
82,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16408049135252878,0.15728612151978338,0.14419470379643193,none
82,true_stable,stable after matching,VeraDM,1,0,1,0.16771130770115827,0.15913145381235966,0.14748643368982414,none
83,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1851712267828169,0.17355559668741505,0.007192191709313384,counterfactual
83,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18857962845041604,0.15501887662309818,0.00302036899401908,counterfactual
83,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19912100310575673,0.012967423750056297,0.03181133658042403,heldout
83,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.22426294986587966,0.00843168447970797,0.026687541193456052,heldout
83,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1697409036189441,0.16671385106155973,0.12398236565070012,none
83,true_stable,stable after matching,VeraDM,1,0,1,0.14687261938599175,0.16336074917730534,0.12289342991663309,none
84,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.19283565522936158,0.16244730177032513,0.010825689279280721,counterfactual
84,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18360674988569997,0.18400055330873571,0.004380404835211351,counterfactual
84,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20068530329929263,0.01642524309693005,0.02742127165116462,heldout
84,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21176888244503664,0.013871149832661939,0.012807231161180939,heldout
84,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15819761079672587,0.1469636216070945,0.12743826557993537,none
84,true_stable,stable after matching,VeraDM,1,0,1,0.16418300721252713,0.15379082474157435,0.1252940972670264,none
85,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1728943322376987,0.1763753132140016,-0.006071811386581897,counterfactual
85,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16512109936317892,0.16393969488443422,-0.007715018060745652,counterfactual
85,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2177982167044287,0.0036948051642468373,0.009069696075277647,heldout
85,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20727048625894454,0.007107379371372572,0.019776481468112634,heldout
85,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1576939317033093,0.15049699775816477,0.12036728956363274,none
85,true_stable,stable after matching,VeraDM,1,0,1,0.15271978245084367,0.1520383422335101,0.1361671120961477,none
86,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17628337525133086,0.16376600186028276,-0.009442878890822317,counterfactual
86,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1687680253573373,0.1821205546805558,0.007309768094067509,counterfactual
86,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2030486916760357,0.009376644956304603,0.02348591031631083,heldout
86,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20947918169148674,-0.007818730673645505,0.025745974400043073,heldout
86,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15996271235239876,0.1506032207455837,0.12654928995822762,none
86,true_stable,stable after matching,VeraDM,1,0,1,0.1807344789000399,0.14576071329819637,0.12802253151654516,none
87,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17461797627051667,0.14774686077781013,0.00242965901970784,counterfactual
87,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1734606041896525,0.17209396064157642,-0.0038553940181000174,counterfactual
87,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20161192290504182,0.0055081945662419285,0.018615705417448374,heldout
87,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2057227862366305,0.0010585343509180861,0.017891812910505782,heldout
87,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16333580033409373,0.14518706778077586,0.12433248676979106,none
87,true_stable,stable after matching,VeraDM,1,0,1,0.1625854862078055,0.12760517426613832,0.12686771238879127,none
88,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17433554874714133,0.1642739261714011,0.004509901531170337,counterfactual
88,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17620851032494914,0.1828002207823086,0.008960966148649966,counterfactual
88,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20263171857311466,0.008707982229948848,0.005265952095678601,heldout
88,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.22296085422874393,0.003032253226972827,0.016668477039891303,heldout
88,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1614746007477257,0.14736403745981563,0.13764438982375593,none
88,true_stable,stable after matching,VeraDM,1,0,1,0.17752342219283865,0.1518685233509719,0.11984285156046959,none
89,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1717485406642485,0.18008148172519778,-0.0026873544771599633,counterfactual
89,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1921535546804048,0.18941462973436476,0.0039360740092618226,counterfactual
89,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19533473712846722,0.021008996649295904,0.01930864502899003,heldout
89,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20202285344813858,0.01921227760068306,0.01648191268899713,heldout
89,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1667437295850278,0.14528223896522335,0.13751610001088085,none
89,true_stable,stable after matching,VeraDM,1,0,1,0.14886937657864996,0.12740982932302236,0.1431770363417152,none
90,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18983479557825164,0.16487984202671055,-0.004058623146907767,counterfactual
90,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16442299375059927,0.17842799204860782,-0.0012341500827625083,counterfactual
90,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20838232824871386,-0.002277894451310261,0.006692499366168836,heldout
90,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.1906432594534031,-0.004652359192119567,0.018338338685277372,heldout
90,true_stable,stable after matching,StableEnv-BH,1,0,1,0.14251937767878492,0.16281920441430592,0.13304795457651272,none
90,true_stable,stable after matching,VeraDM,1,0,1,0.16566562113420147,0.14672812042281166,0.1331993428636968,none
91,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.16445178067899452,0.16396397619877132,-0.007403775465054916,counterfactual
91,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1768476575943599,0.15437393303824956,0.0005784691628178512,counterfactual
91,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19842462285895568,0.0036066228170043525,0.01675168440794389,heldout
91,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21477465319637834,0.00830789142177099,0.011397475451548782,heldout
91,true_stable,stable after matching,StableEnv-BH,1,0,1,0.17615674108290058,0.1565136163789155,0.12210696983359155,none
91,true_stable,stable after matching,VeraDM,1,0,1,0.1505053592832018,0.1688728117006479,0.13430245615799052,none
92,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.170035669174079,0.15475671356561355,-0.00012436233882739852,counterfactual
92,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18969434697804327,0.15344444157326695,0.006231513090217312,counterfactual
92,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19961714725318877,0.008531255897304118,0.018521783584362427,heldout
92,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21472449594876306,0.006503202673467332,-0.006256291676127158,heldout
92,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16041226992309568,0.15492819604525812,0.11390183129420434,none
92,true_stable,stable after matching,VeraDM,1,0,1,0.16767216564232085,0.14743101823091417,0.12546585810711514,none
93,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18633120633933042,0.17005460145105522,-0.011521333400524433,counterfactual
93,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18969513881944908,0.1712100317462833,0.006004867612872021,counterfactual
93,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2012828251043411,0.0035015445733860466,0.02815833469955397,heldout
93,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20055416693896622,-0.006733628757727804,0.024398125777096324,heldout
93,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1546516428222171,0.15405023319701872,0.14179776728346272,none
93,true_stable,stable after matching,VeraDM,1,0,1,0.1560511774270294,0.16852400691224026,0.11984477290567876,none
94,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.177058768025148,0.16431984895479926,-0.005868434931781028,counterfactual
94,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18602525640907533,0.17111941221426946,0.001981510663332011,counterfactual
94,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2058213967470434,0.015008266288672524,0.027748298309985556,heldout
94,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2230828746225124,0.0015916603752954717,0.026857021948842395,heldout
94,true_stable,stable after matching,StableEnv-BH,1,0,1,0.17289004066614705,0.14785654045825386,0.12602113568657297,none
94,true_stable,stable after matching,VeraDM,1,0,1,0.1578570203692434,0.15601552409489872,0.12492358653828727,none
95,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.19057653532462646,0.17419576548231464,0.006034220853531847,counterfactual
95,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.15962065366610556,0.17683375509560226,0.00590303894112143,counterfactual
95,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.1901666886821052,-0.002150301404786295,0.0028809708460410394,heldout
95,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.204085978646043,0.02123547640757628,0.033492417813959174,heldout
95,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15049355431573833,0.1568010956699057,0.13314704998390792,none
95,true_stable,stable after matching,VeraDM,1,0,1,0.1692964978375401,0.15992017187938043,0.1301466994987267,none
96,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18818980837923294,0.1710645987086851,0.00366214532702864,counterfactual
96,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1851678124163662,0.16883180758122227,-0.006726126920859749,counterfactual
96,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21829778030065417,0.007961045465964933,0.01726039712873148,heldout
96,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.22049755643207938,-0.013371832835248098,0.02300203969876878,heldout
96,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1575217917320525,0.1541530008657121,0.12736923965953964,none
96,true_stable,stable after matching,VeraDM,1,0,1,0.16933504448175685,0.14314901119933865,0.11019365148836388,none
97,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1911982346011337,0.17158277548714287,0.007401055139704579,counterfactual
97,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17188230503589966,0.15933715174866767,-0.009492081345752254,counterfactual
97,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21726410851280265,0.007318086134323321,0.010552167817686973,heldout
97,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2089484181661074,0.002877333766859969,0.02628462655629267,heldout
97,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16077409487314692,0.1523176505805532,0.12264966939637528,none
97,true_stable,stable after matching,VeraDM,1,0,1,0.1659487018434681,0.16939685127606463,0.11809289858652794,none
98,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.16125220292478076,0.1702626493883209,0.004637521001931962,counterfactual
98,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18688692177499736,0.16213974209240173,-0.004916447421026297,counterfactual
98,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.22353665965692618,0.022207450234729066,0.012075932631036172,heldout
98,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20353040833382838,0.015706632720144848,0.013351113056104596,heldout
98,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15861831371732907,0.1326524562353151,0.14413031759799488,none
98,true_stable,stable after matching,VeraDM,1,0,1,0.15472995106246698,0.14650160096941978,0.13900075652816132,none
99,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.173023262458721,0.1835805630124464,0.012143479527391077,counterfactual
99,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18399511752238773,0.16362413951158913,-0.010668310152839082,counterfactual
99,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20420291628383028,0.01553718705879472,0.01847181915938633,heldout
99,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20878557845128856,0.007647805225343798,0.009823695369596996,heldout
99,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16248864790104856,0.14464369993828383,0.13999709636093646,none
99,true_stable,stable after matching,VeraDM,1,0,1,0.17919856363597164,0.13057077146771776,0.13373643099875238,none
